label;message;message_clean
1:8;Bonjour, D'après mon avis d'impôt 0000 (sur les revenus de 0000), il a été calculé un taux individualisé de 0000.0000%. Or ce taux a été calculé d'après les revenus de 0000. Au 0000er août 0000 j'ai liquidé ma retraite et maintenant mes revenus ont baissé de moitié (environ 0000 0000 € annuels pour le couple). Comment dois-je m'y prendre pour faire baisser mon taux individualisé ? Je suis bien allé sur mon espace particulier, mais je n'ai pas bien compris s'il fallait que je remplisse la déclaration avec les nouveaux revenus avec les revenus fonciers. Merci pour toute l'aide que vous pourrez m'apporter pour que le prélèvement à la source s'effectue avec un taux adéquat. Cordialement, XXXXX XXXXX;après avis impôt revenus calculé taux individualisé or taux calculé après revenus août liquidé retraite maintenant revenus baissé moitié environ annuels couple comment dois prendre baisser taux individualisé bien allé espace particulier bien compris fallait remplisse déclaration nouveaux revenus revenus fonciers toute aide pourrez apporter prélèvement source effectue taux adéquat
8;"Bonjour XXXXXe calcul du taux individualisé est déterminé d'après la dernière déclaration de revenus, soit celle de début 0000, selon les explications fournies sur le site. Concernant notre foyer (Pacs) il se trouve que si nous avions fait des déclaration séparée l'impôt de XXXXX XXXXX aurait été de 0000 € compte tenu des charges déductibles (calcul en ligne avec le simulateur), seule XXXXX XXXXX étant imposable. Or les taux individualisés proposés ne reflètent pas du tout cette répartition puisqu'ils sont de 0000 % pour XXXXX XXXXX et de 0000 % pour XXXXX XXXXX ; n'y a t-il pas une erreur dans les calculs ou valeurs de référence ? Cordialement. XXXXX. XXXXX";xxxxxe calcul taux individualisé déterminé après dernière déclaration revenus celle début selon explications fournies site concernant foyer pacs trouve fait déclaration séparée impôt compte tenu charges déductibles calcul ligne simulateur seule imposable or taux individualisés proposés reflètent tout répartition puisqu erreur calculs valeurs référence
8;Bonjour, Je me suis pacsée le 0000 juin 0000. D'autre part, l'XXXXX́e dernière mes impôts étaient plus faibles que ceux de cette XXXXX́e car j'ai pu déduire mes cotisations retraite. De ce fait j'ai constaté que le taux actuel pour janvier correspond au montant desdits impôts. Je ne souhaite pas me retrouver dans quelques mois avec un taux gigantesque pour rattraper le retard. D'autre part je ne sais pas non plus quoi faire par rapport à la situation de pacs. Comment cela va t'il se passer pour 0000 ? Sur quelle fiche de paye sera prélevée les impôts du couple ? Si c'est divisé en deux parts égales comment faire quand l'un des deux gagne plus que l'autre ? XXXXX merci;pacsée juin autre part dernière impôts plus faibles ceux pu déduire cotisations retraite fait constaté taux actuel janvier correspond montant desdits impôts souhaite retrouver quelques mois taux gigantesque rattraper retard autre part sais non plus quoi rapport situation pacs comment va passer quelle fiche paye prélevée impôts couple divisé deux parts égales comment quand deux gagne plus autre
1;Bonjour, Je ne sais pas si j'ai déjà été prélevée de l'impôt sur mon autoentreprise et sur la pension alimentaire que je perçois. Où puis-je consulter ces données car je voudrais changer les montants ayant gagné beaucoup moins en 0000 qu'en 0000 ? Merci de votre aide, XXXXX de XXXXX;sais déjà prélevée impôt autoentreprise pension alimentaire perçois où puis consulter données voudrais changer montants gagné beaucoup moins aide
1:8;Bonjour, Je sais que vous devez être débordés de questions. moi j'en ai deux : La première : nous sommes pacsé avec 0000 enfant à charge. Je suis actuellement sans emploi et je touche l'ASS (0000 € à peu près) par contre ma compagne est responsable commerciale, son salaire varie de mois en mois suivant ses commissions elle touche entre 0000€ et 0000€ par mois. Actuellement nous avons un taux de prélèvement à la source de 0000% ma compagne et moi-même. Je trouve bizarre que l'on soit à 0000% surtout pour ma compagne. XXXXX que je suis heureux de payer des impôts mais on ne voudrait pas avoir un redressement quelques mois plus tard. MA question est : Sommes nous bien à 0000% ou c'est une erreur? Peut on faire des simulations pour connaitre vraiment notre taux? Ma 0000ème question : Le taux individualisé est il plus intéressant pour nous et pourquoi? Merci bonne journée;sais devez débordés questions deux première pacsé enfant charge actuellement sans emploi touche ass peu près contre compagne responsable commerciale salaire varie mois mois suivant commissions touche entre mois actuellement taux prélèvement source compagne trouve bizarre surtout compagne heureux payer impôts voudrait redressement quelques mois plus tard question bien erreur peut simulations connaitre vraiment taux ème question taux individualisé plus intéressant pourquoi bonne journée
8;Bonjour, Nous avons choisi le taux individualisé mais en comparant avec les mêmes montants de pensions de retraite et le taux pour le foyer nous constatons que vous nous retenez 0000,0000 € sur l'XXXXX́e 0000 de plus que si nous avions opté pour le taux du foyer. Nous vous remercions par avance de nous éclaircir sur ce point. XXXXX et XXXXX XXXXX;choisi taux individualisé comparant mêmes montants pensions retraite taux foyer constatons retenez plus opté taux foyer remercions avance éclaircir point
8;Bonjour, Je me permets de vous solliciter car ma situation en 0000 a beaucoup évolué, et ce à plusieurs niveaux. Pour cette raison, je souhaiterais avoir des précisions quant aux prélèvement à la source, en fonction de ma nouvelle situation. Voici les changements survenus depuis 0000 : 0000/0000/0000 : PACS avec Mme XXXXX XXXXX née le 0000/0000/0000 (n° fiscal de référence : 0000 0000 0000 0000 0000 C)0000/0000/0000 : achat d'une maison pour notre résidence principale au 0000 chemin de XXXXX - 0000 URT0000/0000/0000 : nouvelle situation professionnel pour Mme XXXXX XXXXX avec la création d'une entreprise individuelle agricoleNous avons fait les démarches auprès de vos services pour déclarer notre nouvelle situation de famille (PACS) ainsi que le changement d'adresse. QUESTION 0000 : combien de déclaration devrons-nous faire pour les revenus 0000 ? Pourrons-nous, dans le cas où nous aurions 0000 déclarations à vous faire parvenir (janvier à mai 0000 : 0000 individuelles et mai à décembre 0000 : 0000 commune) réaliser ces démarches sur le site impots.gouv.fr ? Si oui, quel espace particulier utiliser ? Celui de Mme XXXXX ou le mien ? Ou devrons-nous faire ces 0000 déclarations sur papier ? Pour ma part, je suis toujours salarié. Le prélèvement à la source mis en place semble tenir compte de mon ancienne situation, à savoir un taux de 0000,0000%. Cependant, 0000 taux nous sont à présent proposés sur nos espace particulier : taux individualisé : 0000% pour Mme XXXXX et 0000,0000% pour moiou taux personnalisé : 0000,0000% (chacun ?) QUESTION 0000 : Quelle différence entre ces deux taux ? Quel avantage avons-nous à choisir le taux individualisé comme conseillé sur notre espace particulier ? Dois-je moi-même informer mon employeur de ce changement de taux ? Dans le cas où je n'aurais rien à faire, à compter de quelle date transmettrez-vous mon nouveau taux de prélèvement à mon employeur ? N'hésitez pas me contacter pour plus de précisons. (0000) En espérant que mes questions trouvent une réponse. Cordialement, M. XXXXX XXXXX;permets solliciter situation beaucoup évolué plusieurs niveaux raison souhaiterais précisions quant prélèvement source fonction nouvelle situation voici changements survenus depuis pacs née n° fiscal référence achat maison résidence principale chemin urt nouvelle situation professionnel création entreprise individuelle agricolenous fait démarches auprès services déclarer nouvelle situation famille pacs ainsi changement adresse question combien déclaration devrons revenus pourrons cas où déclarations parvenir janvier mai individuelles mai décembre commune réaliser démarches site impots gouv fr oui quel espace particulier utiliser celui mien devrons déclarations papier part toujours salarié prélèvement source mis place semble tenir compte ancienne situation savoir taux cependant taux présent proposés espace particulier taux individualisé moiou taux personnalisé chacun question quelle différence entre deux taux quel avantage choisir taux individualisé comme conseillé espace particulier dois informer employeur changement taux cas où rien compter quelle date transmettrez nouveau taux prélèvement employeur hésitez contacter plus précisons espérant questions trouvent réponse
1;Bonjour madame monsieur j'ai été licencié de mon entrepris XXXXX au 0000/0000/0000 Je suis au chomage depuis le 0000/0000/0000 inscription faite au pole emploi avec mise a jour de ma situation au 0000/0000/0000, Ce sera fait de nouveau vers le 0000/0000/0000. je ne trouve pas où j'actualise ce chgt de situation sur le site impots.gouv. en outre j 'ai une activité libérale depuis le 0000/0000/0000. consultations en cabinet de diététique à mon nom. (déclaration URSAFF et INSEE faite) je voudrais savoir ce que je vais déclarer mes revenus dorénavant? comment fonctionne le prélevement à la source dans ce cas là? je vous remercie de l'attention que vous porterez à mes questions. cordialement XXXXX XXXXX;licencié entrepris chomage depuis inscription faite pole emploi mise jour situation fait nouveau vers trouve où actualise chgt situation site impots gouv outre activité libérale depuis consultations cabinet diététique nom déclaration ursaff insee faite voudrais savoir vais déclarer revenus dorénavant comment fonctionne prélevement source cas là attention porterez questions
1;Bonjour, Je souhaiterais réaliser un changement de situation (naissance de mon fils le 0000/0000/0000), mais je dois remplir les infos sur mes revenus 0000. Je n'ai pas encore toutes les informations pour pouvoir remplir ces champs (frais réels notamment) Que se passe t-il si je ne fais cette déclaration que sur ma feuille d'imposition d'avril ? Aurais-je un remboursement rétroactif en septembre sur les impôts déjà réglés ? Merci Cordialement, XXXXX XXXXX;souhaiterais réaliser changement situation naissance fils dois remplir infos revenus encore toutes informations pouvoir remplir champs frais réels notamment passe fais déclaration feuille imposition avril remboursement rétroactif septembre impôts déjà réglés
1;Bonjour , pouvez vous réduire notre taux de prélèvement je suis en maladie depuis plus de -0000 mois avec bcp moins de revenu. merci de me contacter je n arrive pas à modifier le taux sur mon espace Cordialement XXXXX XXXXX;pouvez réduire taux prélèvement maladie depuis plus mois bcp moins revenu contacter arrive modifier taux espace
8;Bonjour, je viens de modifier mon choix en optant pour le taux individualisé (car on me prélève le taux du foyer de 0000,0000% sur mon salaire et on prélève le taux individualisé de 0000,0000% soit 0000€ sur ma partenaire de Pacs), de ce fait cette demande sera effective quand? Car en janvier nous payons doublement nos impots! Merci. XXXXX XXXXX;viens modifier choix optant taux individualisé prélève taux foyer salaire prélève taux individualisé partenaire pacs fait demande effective quand janvier payons doublement impots
1:8;"Bonjour Mme , M Je me permets de vous solliciter car j'ai quelques interrogations sur ma future imposition sur le revenu. Pacsé depuis 0000 et avec 0000 enfants à charge (0000 et 0000 ans), notre situation nous a rendu non imposable pour l'XXXXX́e 0000 (sur les revenus 0000). Depuis le 0000/0000/0000, nous avons été mutés en MXXXXXXX dans le cadre de mon emploi (gendarme) . Me concernant , de janvier 0000 à juillet 0000, je percevais 0000€/ net / mois . Mes revenus ont été majorés à + 0000% de la solde brute (soit 0000€/mois net environ) + 0000€ de prime exceptionnelle (OX) Ma conjointe a perçu 0000€ de chômage . Sa déclaration doit être à vue d’œil de 0000 0000€/ XXXXX́e + 0000€ de pension alimentaire. En tentant de faire une estimation de notre imposition 0000, on m'a précisé devoir me rapprocher de vous ? pouvez vous m'aiguiller sur une éventuelle imposition à prévoir pour 0000? D'autre part , dans l'hypothèse ou nous restons ""non imposable"" , dois je individualiser mon taux en raison de la différence de revenu entre ma conjointe et moi? cela peut il influer sur une imposition? j'ai quelques zone d'ombre vis à vis de tout ça... En vous remerciant d'avance M XXXXX 0000 0000";permets solliciter quelques interrogations future imposition revenu pacsé depuis enfants charge ans situation rendu non imposable revenus depuis mutés mxxxxxxx cadre emploi gendarme concernant janvier juillet percevais net mois revenus majorés solde brute mois net environ prime exceptionnelle ox conjointe perçu chômage déclaration doit vue œil pension alimentaire tentant estimation imposition précisé devoir rapprocher pouvez aiguiller éventuelle imposition prévoir autre part hypothèse restons non imposable dois individualiser taux raison différence revenu entre conjointe peut influer imposition quelques zone ombre vis vis tout ça remerciant avance
8;Bonjour, Un ami m'a dit qu'il avait trouvé la possibilité pour que sa femme ne soit pas prélevée sur sa retraite et lui seul paye pour les deux. Ma compagne (pacsée) touchant environ 0000 0000 € de retraite en tout se trouve imputée de 0000 € (base 0000.0000%) alors qu'elle ne devrait pas être imposable. Quelle démarche effectuer afin que moi seul soit prélevé. Merci pour votre réponse. XXXXX XXXXX;ami dit trouvé possibilité femme prélevée retraite seul paye deux compagne pacsée touchant environ retraite tout trouve imputée base alors devrait imposable quelle démarche effectuer afin seul prélevé réponse
8;bonjour, nous avons fait une déclaration commune avec mon mari suite à notre mariage le 0000/0000/0000. La répartition pour le prèlevement à la source ne nous convient pas. Nous souhaiterions gardé le taux de 0000.0000% me concernant (avant la déclaration commune), et imputer la différence sur le prèlevement à la source de mon mari XXXXX XXXXX. est il possible de modifier ces taux? merci Cordialement, S.XXXXX XXXXX;fait déclaration commune mari suite mariage répartition prèlevement source convient souhaiterions gardé taux concernant avant déclaration commune imputer différence prèlevement source mari possible modifier taux
1;Bonjour, Je perçois une pension de retraite en provenance de XXXXX sur laquelle le prélèvement à la source n'est pas appliqué. Jusqu'à présent, mon impôt sur le revenu était prélevé mensuellement sur mon compte bancaire. Or ce mois de XXXXX 0000, je n'ai eu aucun prélèvement. Comme je ne bénéficie pas du prélèvement à la source, je pensais que la mensualisation était toujours active. Or je constate que ce n'est pas le cas, je n'ai plus de paramétrage d'acompte mensuel sur mon compte. Quelles sont les démarches à effectuer ? Dois-je paramétrer un nouvel acompte mensuel ? Si c'est le cas, dois-je inclure dans le montant du revenu brut la part de la CSG des frontaliers ? Merci beaucoup pour votre retour, car les informations sur le sujet sont inexistantes. Cordialement, XXXXX XXXXX;perçois pension retraite provenance laquelle prélèvement source appliqué jusqu présent impôt revenu prélevé mensuellement compte bancaire or mois aucun prélèvement comme bénéficie prélèvement source pensais mensualisation toujours active or constate cas plus paramétrage acompte mensuel compte quelles démarches effectuer dois paramétrer nouvel acompte mensuel cas dois inclure montant revenu brut part csg frontaliers beaucoup retour informations sujet inexistantes
1;Bonjour, Je me permets de vous écrire car j'ai modifié ma situation (pacsé depuis le 0000 juin 0000). Je suis étudiant en M0000 enseignement et j'ai travaillé de juillet à septembre en tant que saisonnier en agence interim. De plus depuis septembre je suis enseignant contractuel. J'aimerais savoir si je dois déclarer ces changements et si oui comment ? Dois-je également déclarer les revenus 0000 de mon conjoint ? Merci d'avance. Bien cordialement, Mr XXXXX XXXXX.;permets écrire modifié situation pacsé depuis juin étudiant enseignement travaillé juillet septembre tant saisonnier agence interim plus depuis septembre enseignant contractuel aimerais savoir dois déclarer changements oui comment dois également déclarer revenus conjoint avance bien
8;Bonjour, Je suis l'épouse de M XXXXX XXXXX, XXXXX XXXXX-XXXXX (0000/0000/0000) : mon employeur (BXXXXXXXXX 0000 rue de la XXXXX 0000 PARIS) affiche sur le bulletin de décembre un taux non-personnalisé à 0000,0000 %. Le taux personnalisé sur dans notre espace fiscal (déclaration en couple) est : 0000,0000 % pour Monsieur et 0000,0000 % pour moi ? Si différence, mon employeur me demande de me rapprocher de vos services. Que s'est-il passé ? Que dois-je faire ? Cordialement. XXXXX XXXXX-XXXXX XXXXX 0000;épouse employeur bxxxxxxxxx rue paris affiche bulletin décembre taux non personnalisé taux personnalisé espace fiscal déclaration couple différence employeur demande rapprocher services passé dois
1:8;"Bonjour, Je viens vers vous car nous avons effectué notre changement concernant notre PACS. Puis nous avons choisi un taux individualisé car nous avons un écart conséquent dans nos revenus. Maintenant j'ai un autre problème concernant mon propre taux qui est actuellement de 0000,0000%. Ce qui me paraît assez peu car ayant signé un CDI au 0000/0000/0000 à La Mutuelle Générale, je sais que je vais être payée sur 0000,0000 mois et que le brut annuel est d'environ 0000 0000 €. Pouvez- vous me dire à combien serait mon taux ""actualisé"" afin que j'évite d'avoir une dette en fin d'XXXXX́e. Et que je puisse le modifier sur mon Espace Adhérent. Je vous remercie infiniment pour votre compréhension, Bien cordialement, XXXXX XXXXX";viens vers effectué changement concernant pacs puis choisi taux individualisé écart conséquent revenus maintenant autre problème concernant propre taux actuellement paraît assez peu signé cdi mutuelle générale sais vais payée mois brut annuel environ pouvez dire combien taux actualisé afin évite dette fin puisse modifier espace adhérent infiniment compréhension bien
1;Bonjour, Je vais déclarer un changement de ma situation familiale, faut-il dès à présent remplir les données sur nos revenus 0000 ou est-ce que cela sera fait uniquement lors de la prochaine déclaration de nos revenus en mai 0000 ? Merci d'avance pour votre réponse. Bien cordialement, XXXXX XXXXX;vais déclarer changement situation familiale faut dès présent remplir données revenus fait uniquement lors prochaine déclaration revenus mai avance réponse bien
1;Bonjour, J'ai quelques questions concernant les déclarations de changement de situation pour cette XXXXX́e: nous employons une assistante maternelle depuis XXXXX 0000, doit-on déclarer son salaire sur l'XXXXX́e 0000 ? Si oui, comment peut-on le faire ? (Nous avons cherché, mais nous n'avons pas trouvé !) Doit-on déclarer notre mariage, sachant que nous étions déjà pacsés ? (j'ai lu sur le site que le changement serait à déclarer que sur la prochaine déclaration en avril, est-ce bien cela ?) Enfin, concernant les frais réels, est-il préférable de les déclarer maintenant ? S'agit-il bien de ceux de 0000 (prévisionnels)? Le barème kilométrique est-il le suivant, pour une voiture de 0000 CV, qui parcourt entre 0000 et 0000 km : (0000,0000 x km) + 0000 ? Je vous remercie par avance pour ces réponses. Cordialement, Mme XXXXX;quelques questions concernant déclarations changement situation employons assistante maternelle depuis doit déclarer salaire oui comment peut cherché trouvé doit déclarer mariage sachant déjà pacsés lu site changement déclarer prochaine déclaration avril bien enfin concernant frais réels préférable déclarer maintenant agit bien ceux prévisionnels barème kilométrique suivant voiture cv parcourt entre km km avance réponses
1;"Bonjour, Je me permets de revenir vers vous, encore une fois, à propos de la demie part pour ""parent isolé"" dont je pourrais bénéficier pour 0000. Je ne parviens pas à effectuer le changement dans la mesure où j'étais en union libre avec Mr XXXXX XXXXX qui vivait sous mon toit jusqu'en décembre 0000, de ce fait, il n'apparaissait pas sur ma déclaration de revenu et je n'avais pas coché la case T ""parent isolé"" pour l'impôt sur les revenus de l'XXXXX́e 0000. Ma situation n'entre pas dans les choix proposés dans le cadre du changement de situation familiale. Je vous remercie de m'éclairer afin de pouvoir adapter mon taux de prélèvement à la source. Bien cordialement XXXXX XXXXX";permets revenir vers encore fois propos demie part parent isolé dont pourrais bénéficier parviens effectuer changement mesure où union libre vivait sous toit jusqu décembre fait apparaissait déclaration revenu coché case parent isolé impôt revenus situation entre choix proposés cadre changement situation familiale éclairer afin pouvoir adapter taux prélèvement source bien
8;"Bonjour, Je suis pacsé depuis 0000 avec Mme XXXXX XXXXX . Pour le réglement de nos impots , j'ai demandé un taux individuel pour chacun, en l’occurrence 0000% pour mon conjoint et 0000% pour moi.. J'ai cependant la nette impression que je n'ai pas fait le bon choix; Pour rappel XXXXX XXXXX déclare, sauf erreur de ma part 0000.0000 euros. Me concernant, je déclare 0000 0000 euros. J'ai l'impression qu'il était préférable de demander un taux commun. Pourriez vous m'indiquer, dans ce cas, la part qui reviendrait à chacun ? Avec tous mes remerciements. XXXXX XXXXX";pacsé depuis réglement impots demandé taux individuel chacun occurrence conjoint cependant nette impression fait bon choix rappel déclare sauf erreur part euros concernant déclare euros impression préférable demander taux commun pourriez indiquer cas part reviendrait chacun tous remerciements
8;Bonjour, je viens de déclarer mon mariage avec mon conjoint Mr XXXXX XXXXX. J'ai le choix entre individualiser mon taux ou non. Donc soit 0000.0000% pour moi et 0000% pour lui OU 0000.0000% pour lui et 0000.0000% pour moi. Est ce qu'un choix en terme de gain d’impôts est meilleur à faire ? A savoir que ce n'est pas un souci de retrait sur l'un ou l'autre car nous avons un compte commun mais vraiment de gain d’argent. Merci de me répondre. Bien à vous XXXXX XXXXX;viens déclarer mariage conjoint choix entre individualiser taux non choix terme gain impôts meilleur savoir souci retrait autre compte commun vraiment gain argent répondre bien
8;Bonjour En date du 0000/0000/0000 j'ai signale un PACS conclu le 0000/0000/0000. Suite à cette modification nous ne comprenons pas les nouveaux taux appliques a savoir pour moi je passe de 0000.0000% à 0000% pour mon conjoint XXXXX XXXXX de 0000.0000% à 0000% POURQUOI ? Quand allons nous avoir connaissance de nos nouveaux taux sachant que nous avons choisi le taux individualisé pour chacun. Nous vous remercions du bon suivi de notre demande. Nous restons dans l'attente de votre réponse. Afin qu'il n'y ait pas de problème a l'avenir. Cordialement;date signale pacs conclu suite modification comprenons nouveaux taux appliques savoir passe conjoint pourquoi quand allons connaissance nouveaux taux sachant choisi taux individualisé chacun remercions bon suivi demande restons attente réponse afin problème avenir
1;"Bonjour, Je me permet de vous réécrire un message au sujet de mon taux de prélèvement personnalisé. Pour information, voici ce que j'ai écrit la dernière fois : ""Je viens de remplir ma fiche d'imposition de 0000 et je m'aperçois que mon taux passe de 0000,0000% à 0000%, alors que mon salaire n'a pas énormément augmenté. Seulement en 0000, mon CDD s'est terminé et j'ai eu une indemnité de précarité de 0000€ qui a augmenté mes revenus de l'XXXXX́e. Seulement en 0000, je n'aurais pas cette indemnité et le taux de 0000% est énorme comparé à mes revenus actuels qui s'élèvent à environ 0000€ nets. Que puis-je faire ? "" Il m'a été répondu d'aller dans mon espace personnel et de cliquer sur ""Mon salaire a augmenté / diminué"" - toutefois j'ai une question. Il était indiqué que les 0000% seraient mis en place en septembre. Si je rempli mes nouvelles informations dans la partie ""Mon salaire a augmenté / diminué"", est-ce que cela sera écrasé en septembre avec les 0000% ? Dois-je remplir mes nouvelles informations en septembre ou bien puis-je le faire dès maintenant sans que cela soit écrasé ? Merci beaucoup pour votre aide, XXXXX XXXXX";permet réécrire message sujet taux prélèvement personnalisé information voici écrit dernière fois viens remplir fiche imposition aperçois taux passe alors salaire énormément augmenté seulement cdd terminé indemnité précarité augmenté revenus seulement indemnité taux énorme comparé revenus actuels élèvent environ nets puis répondu aller espace personnel cliquer salaire augmenté diminué toutefois question indiqué mis place septembre rempli nouvelles informations partie salaire augmenté diminué écrasé septembre dois remplir nouvelles informations septembre bien puis dès maintenant sans écrasé beaucoup aide
8;Bonjour, Je ne comprends pas pourquoi, étant non imposable, mon taux passera de 0000% à 0000.0000% au 0000/0000/0000. Est ce en lien avec mon récent mariage déclaré ce jour ? Car nous souhaitons conserver des taux d'imposition individuels, n'ayant pas les mêmes ressources. Par avance merci de vos éclaircissements. Cordialement.;comprends pourquoi non imposable taux passera lien récent mariage déclaré jour souhaitons conserver taux imposition individuels mêmes ressources avance éclaircissements
8;"Madame ou Monsieur le XXXXXpteur, Sur notre avis d'imposition, nous avons vu que pour le prélèvement à la source, nous avions le choix entre le taux foyer ou le taux individualisé. Apparemment, si nous optons pour le taux foyer, le prélèvement sera de ,0000,0000 % ; si je comprends bien, chacune de nos retraites sera prélevée de 0000,0000 % (celles de mon époux et les miennes). . Si nous optons pour le taux individualisé, le déclarant 0000 (mon mari) sera prélevé de 0000,0000 % et le déclarant 0000 (moi-même) de 0000,0000 %. Toujours si je comprends bien, les prélèvements sur les pensions de retraite de mon mari seront de 0000,0000 % et en ce qui me concerne les prélèvements seront de 0000,0000 % ??? Pouvez-vous me confirmer que j'ai bien compris ou me préciser ce qu'il en est exactement. Il est indiqué que choisir l'une ou l'autre des options revient au même au final mais si nous choisissons le taux foyer le prélèvement sera de 0000,0000 % x 0000, soit 0000,0000 % par mois alors qu'avec un taux personnalisé, les prélèvements seraient de 0000,0000 % + 0000,0000 %, soit 0000,0000 % au final ??? Je ne comprends pas bien. Peut-être qu'avec le taux individualisé, cela permet qu'en cas de décès de l'un des déclarants, les prélèvements sont au plus proches,des revenus, ce qui évite une régularisation plus importante (en plus ou en moins). Je vous remercie par avance de bien vouloir m'apporter une réponse pour me permettre de prendre une décision en toute connaissance de cause. Cordialement";xxxxxpteur avis imposition vu prélèvement source choix entre taux foyer taux individualisé apparemment optons taux foyer prélèvement comprends bien chacune retraites prélevée celles époux miennes optons taux individualisé déclarant mari prélevé déclarant toujours comprends bien prélèvements pensions retraite mari concerne prélèvements pouvez confirmer bien compris préciser exactement indiqué choisir autre options revient final choisissons taux foyer prélèvement mois alors taux personnalisé prélèvements final comprends bien peut taux individualisé permet cas décès déclarants prélèvements plus proches revenus évite régularisation plus importante plus moins avance bien vouloir apporter réponse permettre prendre décision toute connaissance cause
1:8;Bonjour, Je viens vers vous concernant le prélèvement à la source, en effet, suite à mon récent déménagement je souhaite que l'on m'applique le prélèvement à la source mais je suis un peu perdue, je vous explique : Je suis pacsé depuis 0000, mon conjoint travail en Belgique et verse ses impôts directement là-bas, je me demande comment dois-je faire pour le prélèvement à la source me concernant ? Dois-je opter pour un taux individuel ? Comment dois-je le calculer ? Par avance merci pour votre aide, Cordialement, Mme XXXXX XXXXX;viens vers concernant prélèvement source effet suite récent déménagement souhaite applique prélèvement source peu perdue explique pacsé depuis conjoint travail belgique verse impôts directement là bas demande comment dois prélèvement source concernant dois opter taux individuel comment dois calculer avance aide
1:8;"Bonjour, suite à ma visite de ce matin, j'ai besoin d'une confirmation de votre part concernant mon prélèvement à la source pour ne pas avoir de mauvaise surprise plus tard. Pouvez-vous me confirmer que mes prélèvements ne changeront pas. Prenez-vous en compte les éléments de l'XXXXX́e 0000 pour le calcul de cette XXXXX́e ? Car pour l'XXXXX́e 0000 je n'ai plus d'enfant à charge ni de pension à déduire, ce qui n'est pas le cas pour 0000. Par ailleurs, je préfèrerais que la totalité des impôts soient prélevés sur ma retraite , car mon épouse a pris en charge toutes les autres factures (impots fonciers/ locaux EDF...) et cela ne complique pas notre gestion du budget familial; Je vous remercie d'avance, bien cordialement XXXXX-luc XXXXX";suite visite matin besoin confirmation part concernant prélèvement source mauvaise surprise plus tard pouvez confirmer prélèvements changeront prenez compte éléments calcul plus enfant charge ni pension déduire cas ailleurs préfèrerais totalité impôts prélevés retraite épouse pris charge toutes autres factures impots fonciers locaux edf complique gestion budget familial avance bien luc
1:8;Bonjour, J'ai une question sur notre situation familiale et comment elle influence notre prelevement à la source.  À l'heure actuelle, mon partenaire et moi payons chacun 0000,0000 %. J'ai l'option de changer cela, et pour moi de payer 0000% et pour mon partenaire de payer 0000%. Cela nous ferait économiser beaucoup d'argent. C'est déroutant, car notre différence de revenu n'est pas si grande aujourd'hui, mais elle l'était l'an dernier. L'allocation est-elle basée sur l'XXXXX́e dernière ? Si oui, si nous le changeons, courons-nous le risque de ne pas payer suffisamment et de devoir payer avec notre déclaration fiscale ? Et inversement : si nous ne le changeons pas, aurions-nous l'argent que nous avons payé en trop à la fin de l'XXXXX́e d'imposition, lorsque nous faisons notre déclaration? Merci beaucoup, XXXXX XXXXX;question situation familiale comment influence prelevement source heure actuelle partenaire payons chacun option changer payer partenaire payer ferait économiser beaucoup argent déroutant différence revenu grande aujourd hui an dernier allocation basée dernière oui changeons courons risque payer suffisamment devoir payer déclaration fiscale inversement changeons argent payé trop fin imposition lorsque faisons déclaration beaucoup
1;Bonjour Je me permets de vous contacter pour vous signaler une baisse de revenus sur 0000. En effet je suis au chômage depuis le 0000 novembre 0000. En consultant mon espace personnel de prélèvement à la source, je constate que le taux est de %. Je ne comprends pas trop ce que cela signifie. Dans l'attente de vous lire. Cordialement XXXXX XXXXX;permets contacter signaler baisse revenus effet chômage depuis novembre consultant espace personnel prélèvement source constate taux comprends trop signifie attente lire
1;"Bonjour, Je suis en train de remplir le formulaire 0000 pour le prélèvement mensuel des impôts. Ma compagne, avec qui je suis pacsé, est actuellement ""enseignante stagiaire"", la déclaration pour ces impôts est-elle la même que pour tout le monde ou il y a t'il une démarche particulière à faire et/ou des renseignements supplémentaires à apporter ? Le calcul de ses impôts est-il le même que pour une personne travaillant dans le privé ? Enfin son salaire va évoluer en Septembre, cependant nous ne connaissons pas le montant exact de son net imposable. De ce fait l'estimation que je vais remplir via le formulaire sera fausse, est-il possible de modifier cette déclaration dès le mois de septembre afin de réévaluer le taux d'imposition et de régulariser les prélèvements ou bien faudra-t-il attendre la déclaration en XXXXX 0000 ? Merci pour vos réponses, Cordialement, XXXXX XXXXX.";train remplir formulaire prélèvement mensuel impôts compagne pacsé actuellement enseignante stagiaire déclaration impôts tout monde démarche particulière renseignements supplémentaires apporter calcul impôts personne travaillant privé enfin salaire va évoluer septembre cependant connaissons montant exact net imposable fait estimation vais remplir via formulaire fausse possible modifier déclaration dès mois septembre afin réévaluer taux imposition régulariser prélèvements bien faudra attendre déclaration réponses
